Year;Country;Country_name;Latitude;Longitude;Sport;Discipline;Gender;Total
1992;EUN;URSS Unified Team;61,52;105,32;Weightlifting;Weightlifting;Men;9
1992;EUN;URSS Unified Team;61,52;105,32;Wrestling;Wrestling Free.;Men;7
1992;EUN;URSS Unified Team;61,52;105,32;Wrestling;Wrestling Gre-R;Men;9
1992;FIN;Finland;61,92;25,75;Aquatics;Swimming;Men;1
1992;FIN;Finland;61,92;25,75;Archery;Archery;Men;3
1992;FIN;Finland;61,92;25,75;Athletics;Athletics;Men;1
1992;FIN;Finland;61,92;25,75;Boxing;Boxing;Men;1
1992;FIN;Finland;61,92;25,75;Canoe / Kayak;Canoe / Kayak F;Men;1
1992;FRA;France;46,23;2,21;Aquatics;Swimming;Men;2
1992;FRA;France;46,23;2,21;Aquatics;Swimming;Women;1
1992;FRA;France;46,23;2,21;Archery;Archery;Men;1
1992;FRA;France;46,23;2,21;Athletics;Athletics;Women;1
1992;FRA;France;46,23;2,21;Canoe / Kayak;Canoe / Kayak F;Men;2
1992;FRA;France;46,23;2,21;Canoe / Kayak;Canoe / Kayak S;Men;4
1992;FRA;France;46,23;2,21;Cycling;Cycling Road;Men;4
1992;FRA;France;46,23;2,21;Cycling;Cycling Road;Women;1
1992;FRA;France;46,23;2,21;Equestrian;Jumping;Men;4
1992;FRA;France;46,23;2,21;Fencing;Fencing;Men;9
1992;FRA;France;46,23;2,21;Handball;Handball;Men;16
1992;FRA;France;46,23;2,21;Judo;Judo;Men;3
1992;FRA;France;46,23;2,21;Judo;Judo;Women;4
1992;FRA;France;46,23;2,21;Sailing;Sailing;Men;3
1992;FRA;France;46,23;2,21;Shooting;Shooting;Men;1
1992;FRA;France;46,23;2,21;Table Tennis;Table Tennis;Men;1
1992;GBR;United Kingdom;55,38;-3,44;Aquatics;Swimming;Men;1
1992;GBR;United Kingdom;55,38;-3,44;Archery;Archery;Men;4
1992;GBR;United Kingdom;55,38;-3,44;Athletics;Athletics;Men;9
1992;GBR;United Kingdom;55,38;-3,44;Athletics;Athletics;Women;5
1992;GBR;United Kingdom;55,38;-3,44;Boxing;Boxing;Men;1
1992;GBR;United Kingdom;55,38;-3,44;Canoe / Kayak;Canoe / Kayak S;Men;1
1992;GBR;United Kingdom;55,38;-3,44;Cycling;Cycling Track;Men;1
1992;GBR;United Kingdom;55,38;-3,44;Hockey;Hockey;Women;16
1992;GBR;United Kingdom;55,38;-3,44;Judo;Judo;Men;1
1992;GBR;United Kingdom;55,38;-3,44;Judo;Judo;Women;3
1992;GBR;United Kingdom;55,38;-3,44;Rowing;Rowing;Men;5
1992;GBR;United Kingdom;55,38;-3,44;Sailing;Sailing;Men;3
1992;GER;Germany;51,17;10,45;Aquatics;Diving;Women;1
1992;GER;Germany;51,17;10,45;Aquatics;Swimming;Men;7
1992;GER;Germany;51,17;10,45;Aquatics;Swimming;Women;20
1992;GER;Germany;51,17;10,45;Athletics;Athletics;Men;4
1992;GER;Germany;51,17;10,45;Athletics;Athletics;Women;6
1992;GER;Germany;51,17;10,45;Boxing;Boxing;Men;4
1992;GER;Germany;51,17;10,45;Canoe / Kayak;Canoe / Kayak F;Men;13
1992;GER;Germany;51,17;10,45;Canoe / Kayak;Canoe / Kayak F;Women;7
1992;GER;Germany;51,17;10,45;Canoe / Kayak;Canoe / Kayak S;Men;1
1992;GER;Germany;51,17;10,45;Canoe / Kayak;Canoe / Kayak S;Women;1
1992;GER;Germany;51,17;10,45;Cycling;Cycling Road;Men;4
1992;GER;Germany;51,17;10,45;Cycling;Cycling Track;Men;7
1992;GER;Germany;51,17;10,45;Cycling;Cycling Track;Women;2
1992;GER;Germany;51,17;10,45;Equestrian;Dressage;Men;2
1992;GER;Germany;51,17;10,45;Equestrian;Dressage;Women;5
1992;GER;Germany;51,17;10,45;Equestrian;Eventing;Men;5
1992;GER;Germany;51,17;10,45;Equestrian;Jumping;Men;1
1992;GER;Germany;51,17;10,45;Fencing;Fencing;Men;10
1992;GER;Germany;51,17;10,45;Fencing;Fencing;Women;5
1992;GER;Germany;51,17;10,45;Gymnastics;Artistic G.;Men;3
1992;GER;Germany;51,17;10,45;Hockey;Hockey;Men;16
1992;GER;Germany;51,17;10,45;Hockey;Hockey;Women;16
1992;GER;Germany;51,17;10,45;Judo;Judo;Men;2
1992;GER;Germany;51,17;10,45;Rowing;Rowing;Men;21
1992;GER;Germany;51,17;10,45;Rowing;Rowing;Women;21
1992;GER;Germany;51,17;10,45;Shooting;Shooting;Men;3
1992;GER;Germany;51,17;10,45;Table Tennis;Table Tennis;Men;2
1992;GER;Germany;51,17;10,45;Tennis;Tennis;Men;2
1992;GER;Germany;51,17;10,45;Tennis;Tennis;Women;1
1992;GER;Germany;51,17;10,45;Weightlifting;Weightlifting;Men;3
1992;GER;Germany;51,17;10,45;Wrestling;Wrestling Free.;Men;1
1992;GER;Germany;51,17;10,45;Wrestling;Wrestling Gre-R;Men;2
1992;GHA;Ghana;7,95;-1,02;Football;Football;Men;13
1992;GRE;Greece;39,07;21,82;Athletics;Athletics;Women;1
1992;GRE;Greece;39,07;21,82;Weightlifting;Weightlifting;Men;1
1992;HUN;Hungary;47,16;19,5;Aquatics;Swimming;Men;5
1992;HUN;Hungary;47,16;19,5;Aquatics;Swimming;Women;4
1992;HUN;Hungary;47,16;19,5;Boxing;Boxing;Men;3
1992;HUN;Hungary;47,16;19,5;Canoe / Kayak;Canoe / Kayak F;Men;6
1992;HUN;Hungary;47,16;19,5;Canoe / Kayak;Canoe / Kayak F;Women;7
1992;HUN;Hungary;47,16;19,5;Fencing;Fencing;Men;11
1992;HUN;Hungary;47,16;19,5;Gymnastics;Artistic G.;Women;2
1992;HUN;Hungary;47,16;19,5;Judo;Judo;Men;4
1992;HUN;Hungary;47,16;19,5;Modern Pentathlon;Modern Pentath.;Men;1
1992;HUN;Hungary;47,16;19,5;Wrestling;Wrestling Gre-R;Men;2
1992;INA;Indonesia;-0,79;113,92;Badminton;Badminton;Men;5
1992;INA;Indonesia;-0,79;113,92;Badminton;Badminton;Women;1
1992;IRI;Iran;32,43;53,69;Wrestling;Wrestling Free.;Men;3
1992;IRL;Ireland;53,14;-7,69;Boxing;Boxing;Men;2
1992;ISR;Israel;31,05;34,85;Judo;Judo;Men;1
1992;ISR;Israel;31,05;34,85;Judo;Judo;Women;1
1992;ITA;Italy;41,87;12,57;Aquatics;Swimming;Men;2
1992;ITA;Italy;41,87;12,57;Aquatics;Water polo;Men;13
1992;ITA;Italy;41,87;12,57;Athletics;Athletics;Men;1
1992;ITA;Italy;41,87;12,57;Canoe / Kayak;Canoe / Kayak F;Men;2
1992;ITA;Italy;41,87;12,57;Canoe / Kayak;Canoe / Kayak S;Men;1
1992;ITA;Italy;41,87;12,57;Cycling;Cycling Road;Men;5
1992;ITA;Italy;41,87;12,57;Cycling;Cycling Track;Men;1
1992;ITA;Italy;41,87;12,57;Fencing;Fencing;Men;1
1992;ITA;Italy;41,87;12,57;Fencing;Fencing;Women;6
1992;ITA;Italy;41,87;12,57;Judo;Judo;Women;1
1992;ITA;Italy;41,87;12,57;Modern Pentathlon;Modern Pentath.;Men;3
1992;ITA;Italy;41,87;12,57;Rowing;Rowing;Men;7
1992;ITA;Italy;41,87;12,57;Shooting;Shooting;Men;2
1992;ITA;Italy;41,87;12,57;Wrestling;Wrestling Gre-R;Men;1
1992;JAM;Jamaica;18,11;-77,3;Athletics;Athletics;Men;1
1992;JAM;Jamaica;18,11;-77,3;Athletics;Athletics;Women;3
1992;JPN;Japan;36,2;138,25;Aquatics;Swimming;Women;1
1992;JPN;Japan;36,2;138,25;Aquatics;Synchronized S.;Women;3
1992;JPN;Japan;36,2;138,25;Athletics;Athletics;Men;1
1992;JPN;Japan;36,2;138,25;Athletics;Athletics;Women;1
1992;JPN;Japan;36,2;138,25;Baseball;Baseball;Men;20
1992;JPN;Japan;36,2;138,25;Gymnastics;Artistic G.;Men;8
1992;JPN;Japan;36,2;138,25;Judo;Judo;Men;5
1992;JPN;Japan;36,2;138,25;Judo;Judo;Women;5
1992;JPN;Japan;36,2;138,25;Shooting;Shooting;Men;2
1992;JPN;Japan;36,2;138,25;Wrestling;Wrestling Free.;Men;1
1992;KEN;Kenya;-0,02;37,91;Athletics;Athletics;Men;8
1992;KOR;North Korea;35,91;127,77;Archery;Archery;Men;1
1992;KOR;North Korea;35,91;127,77;Archery;Archery;Women;5
1992;KOR;North Korea;35,91;127,77;Athletics;Athletics;Men;1
1992;KOR;North Korea;35,91;127,77;Badminton;Badminton;Men;2
1992;KOR;North Korea;35,91;127,77;Badminton;Badminton;Women;5
1992;KOR;North Korea;35,91;127,77;Boxing;Boxing;Men;2
1992;KOR;North Korea;35,91;127,77;Gymnastics;Artistic G.;Men;1
1992;KOR;North Korea;35,91;127,77;Handball;Handball;Women;13
1992;KOR;North Korea;35,91;127,77;Judo;Judo;Men;3
1992;KOR;North Korea;35,91;127,77;Judo;Judo;Women;1
1992;KOR;North Korea;35,91;127,77;Shooting;Shooting;Men;1
1992;KOR;North Korea;35,91;127,77;Shooting;Shooting;Women;1
1992;KOR;North Korea;35,91;127,77;Table Tennis;Table Tennis;Men;5
1992;KOR;North Korea;35,91;127,77;Table Tennis;Table Tennis;Women;3
1992;KOR;North Korea;35,91;127,77;Weightlifting;Weightlifting;Men;1
1992;KOR;North Korea;35,91;127,77;Wrestling;Wrestling Free.;Men;2
1992;KOR;North Korea;35,91;127,77;Wrestling;Wrestling Gre-R;Men;2
1992;LAT;Latvia;56,88;24,6;Canoe / Kayak;Canoe / Kayak F;Men;1
1992;LAT;Latvia;56,88;24,6;Cycling;Cycling Road;Men;1
1992;LAT;Latvia;56,88;24,6;Shooting;Shooting;Men;1
1992;LTU;Lithuania;55,17;23,88;Athletics;Athletics;Men;1
1992;LTU;Lithuania;55,17;23,88;Basketball;Basketball;Men;12
1992;MAS;Malaysia;4,21;101,98;Badminton;Badminton;Men;2
1992;MEX;Mexico;23,63;-102,55;Athletics;Athletics;Men;1
1992;MGL;Mongolia;46,86;103,85;Boxing;Boxing;Men;1
1992;MGL;Mongolia;46,86;103,85;Shooting;Shooting;Women;1
1992;NAM;Namibia;-22,96;18,49;Athletics;Athletics;Men;2
1992;NED;Nederland;52,13;5,29;Athletics;Athletics;Women;1
1992;NED;Nederland;52,13;5,29;Boxing;Boxing;Men;2
1992;NED;Nederland;52,13;5,29;Cycling;Cycling Road;Men;1
1992;NED;Nederland;52,13;5,29;Cycling;Cycling Road;Women;1
1992;NED;Nederland;52,13;5,29;Cycling;Cycling Track;Men;1
1992;NED;Nederland;52,13;5,29;Cycling;Cycling Track;Women;1
1992;NED;Nederland;52,13;5,29;Equestrian;Dressage;Women;4
1992;NED;Nederland;52,13;5,29;Equestrian;Jumping;Men;5
1992;NED;Nederland;52,13;5,29;Judo;Judo;Men;1
1992;NED;Nederland;52,13;5,29;Judo;Judo;Women;1
1992;NED;Nederland;52,13;5,29;Rowing;Rowing;Men;2
1992;NED;Nederland;52,13;5,29;Sailing;Sailing;Women;1
1992;NED;Nederland;52,13;5,29;Volleyball;Volleyball;Men;12
1992;NGR;Niger;17,61;8,08;Athletics;Athletics;Men;5
1992;NGR;Niger;17,61;8,08;Athletics;Athletics;Women;4
1992;NGR;Niger;17,61;8,08;Boxing;Boxing;Men;2
1992;NOR;Norway;60,47;8,47;Canoe / Kayak;Canoe / Kayak F;Men;2
1992;NOR;Norway;60,47;8,47;Handball;Handball;Women;14
1992;NOR;Norway;60,47;8,47;Rowing;Rowing;Men;4
1992;NOR;Norway;60,47;8,47;Sailing;Sailing;Women;1
1992;NOR;Norway;60,47;8,47;Shooting;Shooting;Men;1
1992;NOR;Norway;60,47;8,47;Wrestling;Wrestling Gre-R;Men;1
1992;NZL;New Zealand;-40,9;174,89;Aquatics;Swimming;Men;1
1992;NZL;New Zealand;-40,9;174,89;Athletics;Athletics;Women;1
1992;NZL;New Zealand;-40,9;174,89;Boxing;Boxing;Men;1
1992;NZL;New Zealand;-40,9;174,89;Cycling;Cycling Track;Men;1
1992;NZL;New Zealand;-40,9;174,89;Equestrian;Eventing;Men;4
1992;NZL;New Zealand;-40,9;174,89;Equestrian;Eventing;Women;1
1992;NZL;New Zealand;-40,9;174,89;Sailing;Sailing;Men;3
1992;NZL;New Zealand;-40,9;174,89;Sailing;Sailing;Women;3
1992;PAK;Pakistan;30,38;69,35;Hockey;Hockey;Men;16
1992;PER;Peru;-9,19;-75,02;Shooting;Shooting;Men;1
1992;PHI;Philippines;12,88;121,77;Boxing;Boxing;Men;1
1992;POL;Poland;51,92;19,15;Aquatics;Swimming;Men;1
1992;POL;Poland;51,92;19,15;Athletics;Athletics;Men;1
1992;POL;Poland;51,92;19,15;Boxing;Boxing;Men;1
1992;POL;Poland;51,92;19,15;Canoe / Kayak;Canoe / Kayak F;Men;4
1992;POL;Poland;51,92;19,15;Canoe / Kayak;Canoe / Kayak F;Women;1
1992;POL;Poland;51,92;19,15;Fencing;Fencing;Men;5
1992;POL;Poland;51,92;19,15;Football;Football;Men;12
1992;POL;Poland;51,92;19,15;Judo;Judo;Men;1
1992;POL;Poland;51,92;19,15;Modern Pentathlon;Modern Pentath.;Men;4
1992;POL;Poland;51,92;19,15;Rowing;Rowing;Men;6
1992;POL;Poland;51,92;19,15;Shooting;Shooting;Women;1
1992;POL;Poland;51,92;19,15;Weightlifting;Weightlifting;Men;3
1992;POL;Poland;51,92;19,15;Wrestling;Wrestling Gre-R;Men;2
1992;PRK;North Korea;40,34;127,5;Boxing;Boxing;Men;2
1992;PRK;North Korea;40,34;127,5;Gymnastics;Artistic G.;Men;1
1992;PRK;North Korea;40,34;127,5;Table Tennis;Table Tennis;Women;3
1992;PRK;North Korea;40,34;127,5;Weightlifting;Weightlifting;Men;1
1992;PRK;North Korea;40,34;127,5;Wrestling;Wrestling Free.;Men;3
1992;PUR;Puerto Rico;27,81;-15,74;Boxing;Boxing;Men;1
1992;QAT;Qatar;25,35;51,18;Athletics;Athletics;Men;1
1992;ROU;Romania;45,94;24,97;Athletics;Athletics;Women;1
1992;ROU;Romania;45,94;24,97;Boxing;Boxing;Men;1
1992;ROU;Romania;45,94;24,97;Fencing;Fencing;Women;5
1992;ROU;Romania;45,94;24,97;Gymnastics;Artistic G.;Women;10
1992;ROU;Romania;45,94;24,97;Rowing;Rowing;Men;17
1992;ROU;Romania;45,94;24,97;Rowing;Rowing;Women;16
1992;ROU;Romania;45,94;24,97;Shooting;Shooting;Men;1
1992;ROU;Romania;45,94;24,97;Weightlifting;Weightlifting;Men;1
1992;ROU;Romania;45,94;24,97;Wrestling;Wrestling Gre-R;Men;1
1992;RSA;South Africa;-30,56;22,94;Athletics;Athletics;Women;1
1992;RSA;South Africa;-30,56;22,94;Tennis;Tennis;Men;2
1992;SLO;Slovenia;48,67;19,7;Rowing;Rowing;Men;6
1992;SUI;Switzerland;46,82;8,23;Tennis;Tennis;Men;1
1992;SUR;Suriname;3,92;-56,03;Aquatics;Swimming;Men;1
1992;SWE;Sweden;60,13;18,64;Aquatics;Swimming;Men;6
1992;SWE;Sweden;60,13;18,64;Athletics;Athletics;Men;1
1992;SWE;Sweden;60,13;18,64;Canoe / Kayak;Canoe / Kayak F;Men;2
1992;SWE;Sweden;60,13;18,64;Canoe / Kayak;Canoe / Kayak F;Women;6
1992;SWE;Sweden;60,13;18,64;Handball;Handball;Men;16
1992;SWE;Sweden;60,13;18,64;Shooting;Shooting;Men;1
1992;SWE;Sweden;60,13;18,64;Table Tennis;Table Tennis;Men;1
1992;SWE;Sweden;60,13;18,64;Wrestling;Wrestling Gre-R;Men;2
1992;TCH;Czechoslovakian;49,82;15,47;Athletics;Athletics;Men;2
1992;TCH;Czechoslovakian;49,82;15,47;Canoe / Kayak;Canoe / Kayak S;Men;3
1992;TCH;Czechoslovakian;49,82;15,47;Rowing;Rowing;Men;1
1992;TCH;Czechoslovakian;49,82;15,47;Shooting;Shooting;Men;2
1992;THA;Thailand;15,87;100,99;Boxing;Boxing;Men;1
1992;TPE;Taipei;25,03;121,57;Baseball;Baseball;Men;20
1992;TUR;Turkey;38,96;35,24;Judo;Judo;Women;1
1992;TUR;Turkey;38,96;35,24;Weightlifting;Weightlifting;Men;1
1992;TUR;Turkey;38,96;35,24;Wrestling;Wrestling Free.;Men;2
1992;TUR;Turkey;38,96;35,24;Wrestling;Wrestling Gre-R;Men;2
1992;USA;United States;40;-100;Aquatics;Diving;Men;2
1992;USA;United States;40;-100;Aquatics;Diving;Women;1
1992;USA;United States;40;-100;Aquatics;Swimming;Men;30
1992;USA;United States;40;-100;Aquatics;Swimming;Women;26
1992;USA;United States;40;-100;Aquatics;Synchronized S.;Women;3
1992;USA;United States;40;-100;Athletics;Athletics;Men;29
1992;USA;United States;40;-100;Athletics;Athletics;Women;19
1992;USA;United States;40;-100;Basketball;Basketball;Men;12
1992;USA;United States;40;-100;Basketball;Basketball;Women;12
1992;USA;United States;40;-100;Boxing;Boxing;Men;3
1992;USA;United States;40;-100;Canoe / Kayak;Canoe / Kayak F;Men;1
1992;USA;United States;40;-100;Canoe / Kayak;Canoe / Kayak S;Men;2
1992;USA;United States;40;-100;Canoe / Kayak;Canoe / Kayak S;Women;1
1992;USA;United States;40;-100;Cycling;Cycling Track;Men;1
1992;USA;United States;40;-100;Cycling;Cycling Track;Women;1
1992;USA;United States;40;-100;Equestrian;Dressage;Men;2
1992;USA;United States;40;-100;Equestrian;Dressage;Women;2
1992;USA;United States;40;-100;Equestrian;Jumping;Men;1
1992;USA;United States;40;-100;Gymnastics;Artistic G.;Men;1
1992;USA;United States;40;-100;Gymnastics;Artistic G.;Women;10
1992;USA;United States;40;-100;Judo;Judo;Men;1
1992;USA;United States;40;-100;Rowing;Rowing;Men;4
1992;USA;United States;40;-100;Rowing;Rowing;Women;6
1992;USA;United States;40;-100;Sailing;Sailing;Men;13
1992;USA;United States;40;-100;Sailing;Sailing;Women;3
1992;USA;United States;40;-100;Shooting;Shooting;Men;1
1992;USA;United States;40;-100;Shooting;Shooting;Women;1
1992;USA;United States;40;-100;Tennis;Tennis;Women;4
1992;USA;United States;40;-100;Volleyball;Volleyball;Men;12
1992;USA;United States;40;-100;Volleyball;Volleyball;Women;12
1992;USA;United States;40;-100;Wrestling;Wrestling Free.;Men;6
1992;USA;United States;40;-100;Wrestling;Wrestling Gre-R;Men;2
1996;MAR;Morocco;31,79;-7,09;Athletics;Athletics;Men;2
1996;ALG;Algeria;28,03;1,66;Athletics;Athletics;Men;1
1996;ALG;Algeria;28,03;1,66;Boxing;Boxing;Men;2
1996;ARG;Argentina;-38,42;-63,62;Boxing;Boxing;Men;1
1996;ARG;Argentina;-38,42;-63,62;Football;Football;Men;18
1996;ARG;Argentina;-38,42;-63,62;Sailing;Sailing;Men;1
1996;ARM;Armenia;40,07;45,04;Wrestling;Wrestling Free.;Men;1
1996;ARM;Armenia;40,07;45,04;Wrestling;Wrestling Gre-R;Men;1
1996;AUS;Australia;-37,81;144,96;Aquatics;Swimming;Men;11
1996;AUS;Australia;-37,81;144,96;Aquatics;Swimming;Women;14
1996;AUS;Australia;-37,81;144,96;Athletics;Athletics;Women;2
1996;AUS;Australia;-37,81;144,96;Basketball;Basketball;Women;12
1996;AUS;Australia;-37,81;144,96;Canoe / Kayak;Canoe / Kayak F;Men;3
1996;AUS;Australia;-37,81;144,96;Canoe / Kayak;Canoe / Kayak F;Women;2
1996;AUS;Australia;-37,81;144,96;Cycling;Cycling Track;Men;7
1996;AUS;Australia;-37,81;144,96;Cycling;Cycling Track;Women;2
1996;AUS;Australia;-37,81;144,96;Equestrian;Eventing;Men;2
1996;AUS;Australia;-37,81;144,96;Equestrian;Eventing;Women;2
1996;AUS;Australia;-37,81;144,96;Hockey;Hockey;Men;16
1996;AUS;Australia;-37,81;144,96;Hockey;Hockey;Women;16
1996;AUS;Australia;-37,81;144,96;Rowing;Rowing;Men;12
1996;AUS;Australia;-37,81;144,96;Rowing;Rowing;Women;4
1996;AUS;Australia;-37,81;144,96;Sailing;Sailing;Men;4
1996;AUS;Australia;-37,81;144,96;Shooting;Shooting;Men;2
1996;AUS;Australia;-37,81;144,96;Shooting;Shooting;Women;1
1996;AUS;Australia;-37,81;144,96;Softball;Softball;Women;15
1996;AUS;Australia;-37,81;144,96;Tennis;Tennis;Men;2
1996;AUS;Australia;-37,81;144,96;Volleyball;Beach volley.;Women;2
1996;AUS;Australia;-37,81;144,96;Weightlifting;Weightlifting;Men;1
1996;AUT;Autria;47,52;14,55;Athletics;Athletics;Women;1
1996;AUT;Autria;47,52;14,55;Shooting;Shooting;Men;2
1996;AZE;Azerbaijan;40,14;47,58;Wrestling;Wrestling Free.;Men;1
1996;BAH;Bahrain;25,03;-78,04;Athletics;Athletics;Women;5
1996;BDI;Burundi;-3,37;29,92;Athletics;Athletics;Men;1
1996;BEL;Belize;50,83;4,47;Aquatics;Swimming;Men;1
1996;BEL;Belize;50,83;4,47;Judo;Judo;Men;1
1996;BEL;Belize;50,83;4,47;Judo;Judo;Women;3
1996;BEL;Belize;50,83;4,47;Sailing;Sailing;Men;1
1996;BLR;Belarus;53,71;27,95;Athletics;Athletics;Men;2
1996;BLR;Belarus;53,71;27,95;Athletics;Athletics;Women;2
1996;BLR;Belarus;53,71;27,95;Gymnastics;Artistic G.;Men;4
1996;BLR;Belarus;53,71;27,95;Rowing;Rowing;Women;10
1996;BLR;Belarus;53,71;27,95;Shooting;Shooting;Men;1
1996;BLR;Belarus;53,71;27,95;Wrestling;Wrestling Free.;Men;1
1996;BLR;Belarus;53,71;27,95;Wrestling;Wrestling Gre-R;Men;3
1996;BRA;Brazil;-14,24;-51,93;Aquatics;Swimming;Men;3
1996;BRA;Brazil;-14,24;-51,93;Athletics;Athletics;Men;4
1996;BRA;Brazil;-14,24;-51,93;Basketball;Basketball;Women;12
1996;BRA;Brazil;-14,24;-51,93;Equestrian;Jumping;Men;4
1996;BRA;Brazil;-14,24;-51,93;Football;Football;Men;18
1996;BRA;Brazil;-14,24;-51,93;Judo;Judo;Men;2
1996;BRA;Brazil;-14,24;-51,93;Sailing;Sailing;Men;5
1996;BRA;Brazil;-14,24;-51,93;Volleyball;Beach volley.;Women;4
1996;BRA;Brazil;-14,24;-51,93;Volleyball;Volleyball;Women;12
1996;BUL;Bulgaria;42,73;25,49;Athletics;Athletics;Women;1
1996;BUL;Bulgaria;42,73;25,49;Boxing;Boxing;Men;3
1996;BUL;Bulgaria;42,73;25,49;Canoe / Kayak;Canoe / Kayak F;Men;2
1996;BUL;Bulgaria;42,73;25,49;Gymnastics;Artistic G.;Men;1
1996;BUL;Bulgaria;42,73;25,49;Gymnastics;Rhythmic G.;Women;6
1996;BUL;Bulgaria;42,73;25,49;Shooting;Shooting;Men;2
1996;BUL;Bulgaria;42,73;25,49;Shooting;Shooting;Women;2
1996;BUL;Bulgaria;42,73;25,49;Weightlifting;Weightlifting;Men;3
1996;BUL;Bulgaria;42,73;25,49;Wrestling;Wrestling Free.;Men;1
1996;CAN;Canada;56,13;-106,35;Aquatics;Diving;Women;1
1996;CAN;Canada;56,13;-106,35;Aquatics;Swimming;Men;2
1996;CAN;Canada;56,13;-106,35;Aquatics;Swimming;Women;1
1996;CAN;Canada;56,13;-106,35;Aquatics;Synchronized S.;Women;10
1996;CAN;Canada;56,13;-106,35;Athletics;Athletics;Men;6
1996;CAN;Canada;56,13;-106,35;Boxing;Boxing;Men;1
1996;CAN;Canada;56,13;-106,35;Canoe / Kayak;Canoe / Kayak F;Women;1
1996;CAN;Canada;56,13;-106,35;Cycling;Cycling Road;Women;2
1996;CAN;Canada;56,13;-106,35;Cycling;Cycling Track;Men;2
1996;CAN;Canada;56,13;-106,35;Cycling;Mountain Bike;Women;1
1996;CAN;Canada;56,13;-106,35;Rowing;Rowing;Men;5
1996;CAN;Canada;56,13;-106,35;Rowing;Rowing;Women;16
1996;CAN;Canada;56,13;-106,35;Volleyball;Beach volley.;Men;2
1996;CAN;Canada;56,13;-106,35;Wrestling;Wrestling Free.;Men;1
1996;CHN;China;40,18;116,41;Aquatics;Diving;Men;3
1996;CHN;China;40,18;116,41;Aquatics;Diving;Women;2
1996;CHN;China;40,18;116,41;Aquatics;Swimming;Women;12
1996;CHN;China;40,18;116,41;Archery;Archery;Women;1
1996;CHN;China;40,18;116,41;Athletics;Athletics;Women;4
1996;CHN;China;40,18;116,41;Badminton;Badminton;Men;2
1996;CHN;China;40,18;116,41;Badminton;Badminton;Women;5
1996;CHN;China;40,18;116,41;Football;Football;Women;16
1996;CHN;China;40,18;116,41;Gymnastics;Artistic G.;Men;10
1996;CHN;China;40,18;116,41;Gymnastics;Artistic G.;Women;2
1996;CHN;China;40,18;116,41;Judo;Judo;Women;2
1996;CHN;China;40,18;116,41;Rowing;Rowing;Women;2
1996;CHN;China;40,18;116,41;Shooting;Shooting;Men;4
1996;CHN;China;40,18;116,41;Shooting;Shooting;Women;1
1996;CHN;China;40,18;116,41;Softball;Softball;Women;15
1996;CHN;China;40,18;116,41;Table Tennis;Table Tennis;Men;6
1996;CHN;China;40,18;116,41;Table Tennis;Table Tennis;Women;6
1996;CHN;China;40,18;116,41;Volleyball;Volleyball;Women;12
1996;CHN;China;40,18;116,41;Weightlifting;Weightlifting;Men;4
1996;CHN;China;40,18;116,41;Wrestling;Wrestling Gre-R;Men;1
1996;CRC;Costa Rica;9,75;-83,75;Aquatics;Swimming;Women;1
1996;CRO;Croatia;45,1;15,2;Aquatics;Water polo;Men;13
1996;CRO;Croatia;45,1;15,2;Handball;Handball;Men;16
1996;CUB;Cuba;21,52;-77,78;Aquatics;Swimming;Men;2
1996;CUB;Cuba;21,52;-77,78;Athletics;Athletics;Men;1
1996;CUB;Cuba;21,52;-77,78;Athletics;Athletics;Women;1
1996;CUB;Cuba;21,52;-77,78;Baseball;Baseball;Men;20
1996;CUB;Cuba;21,52;-77,78;Boxing;Boxing;Men;7
1996;CUB;Cuba;21,52;-77,78;Fencing;Fencing;Men;4
1996;CUB;Cuba;21,52;-77,78;Judo;Judo;Men;1
1996;CUB;Cuba;21,52;-77,78;Judo;Judo;Women;5
1996;CUB;Cuba;21,52;-77,78;Volleyball;Volleyball;Women;12
1996;CUB;Cuba;21,52;-77,78;Weightlifting;Weightlifting;Men;1
1996;CUB;Cuba;21,52;-77,78;Wrestling;Wrestling Free.;Men;1
1996;CUB;Cuba;21,52;-77,78;Wrestling;Wrestling Gre-R;Men;2
1996;CZE;Czech Republic;49,82;15,47;Athletics;Athletics;Men;2
1996;CZE;Czech Republic;49,82;15,47;Athletics;Athletics;Women;1
1996;CZE;Czech Republic;49,82;15,47;Canoe / Kayak;Canoe / Kayak F;Men;2
1996;CZE;Czech Republic;49,82;15,47;Canoe / Kayak;Canoe / Kayak S;Men;3
1996;CZE;Czech Republic;49,82;15,47;Canoe / Kayak;Canoe / Kayak S;Women;1
1996;CZE;Czech Republic;49,82;15,47;Shooting;Shooting;Men;1
1996;CZE;Czech Republic;49,82;15,47;Tennis;Tennis;Women;3
1996;DEN;Denmark;56,26;9,5;Badminton;Badminton;Men;1
1996;DEN;Denmark;56,26;9,5;Cycling;Cycling Road;Men;1
1996;DEN;Denmark;56,26;9,5;Handball;Handball;Women;16
1996;DEN;Denmark;56,26;9,5;Rowing;Rowing;Men;4
1996;DEN;Denmark;56,26;9,5;Rowing;Rowing;Women;1
1996;DEN;Denmark;56,26;9,5;Sailing;Sailing;Women;1
1996;ECU;Ecuador;-1,83;-78,18;Athletics;Athletics;Men;1
1996;ESP;Spain;40,46;-3,75;Aquatics;Water polo;Men;13
1996;ESP;Spain;40,46;-3,75;Athletics;Athletics;Men;2
1996;ESP;Spain;40,46;-3,75;Boxing;Boxing;Men;1
