Year;Country;Country_name;Latitude;Longitude;Sport;Discipline;Gender;Total
1980;VEN;Venezuela;6,42;-66,59;Boxing;Boxing;Men;1
1980;AUS;Australia;-37,81;144,96;Aquatics;Swimming;Men;8
1980;AUS;Australia;-37,81;144,96;Aquatics;Swimming;Women;2
1980;AUS;Australia;-37,81;144,96;Athletics;Athletics;Men;1
1980;AUS;Australia;-37,81;144,96;Canoe / Kayak;Canoe / Kayak F;Men;1
1980;AUT;Autria;47,52;14,55;Equestrian;Dressage;Women;1
1980;AUT;Autria;47,52;14,55;Sailing;Sailing;Men;3
1980;AUT;Autria;47,52;14,55;Shooting;Shooting;Men;1
1980;BEL;Belize;50,83;4,47;Judo;Judo;Men;1
1980;BRA;Brazil;-14,24;-51,93;Aquatics;Swimming;Men;4
1980;BRA;Brazil;-14,24;-51,93;Athletics;Athletics;Men;1
1980;BRA;Brazil;-14,24;-51,93;Sailing;Sailing;Men;4
1980;BUL;Bulgaria;42,73;25,49;Athletics;Athletics;Men;1
1980;BUL;Bulgaria;42,73;25,49;Athletics;Athletics;Women;1
1980;BUL;Bulgaria;42,73;25,49;Basketball;Basketball;Women;12
1980;BUL;Bulgaria;42,73;25,49;Boxing;Boxing;Men;2
1980;BUL;Bulgaria;42,73;25,49;Canoe / Kayak;Canoe / Kayak F;Men;8
1980;BUL;Bulgaria;42,73;25,49;Canoe / Kayak;Canoe / Kayak F;Women;1
1980;BUL;Bulgaria;42,73;25,49;Equestrian;Dressage;Men;5
1980;BUL;Bulgaria;42,73;25,49;Gymnastics;Artistic G.;Men;2
1980;BUL;Bulgaria;42,73;25,49;Judo;Judo;Men;2
1980;BUL;Bulgaria;42,73;25,49;Rowing;Rowing;Men;4
1980;BUL;Bulgaria;42,73;25,49;Rowing;Rowing;Women;12
1980;BUL;Bulgaria;42,73;25,49;Shooting;Shooting;Men;2
1980;BUL;Bulgaria;42,73;25,49;Volleyball;Volleyball;Men;12
1980;BUL;Bulgaria;42,73;25,49;Volleyball;Volleyball;Women;12
1980;BUL;Bulgaria;42,73;25,49;Weightlifting;Weightlifting;Men;8
1980;BUL;Bulgaria;42,73;25,49;Wrestling;Wrestling Free.;Men;6
1980;BUL;Bulgaria;42,73;25,49;Wrestling;Wrestling Gre-R;Men;4
1980;CUB;Cuba;21,52;-77,78;Athletics;Athletics;Men;3
1980;CUB;Cuba;21,52;-77,78;Athletics;Athletics;Women;1
1980;CUB;Cuba;21,52;-77,78;Boxing;Boxing;Men;10
1980;CUB;Cuba;21,52;-77,78;Judo;Judo;Men;3
1980;CUB;Cuba;21,52;-77,78;Shooting;Shooting;Men;1
1980;CUB;Cuba;21,52;-77,78;Weightlifting;Weightlifting;Men;2
1980;DEN;Denmark;56,26;9,5;Aquatics;Swimming;Women;1
1980;DEN;Denmark;56,26;9,5;Cycling;Cycling Track;Men;1
1980;DEN;Denmark;56,26;9,5;Sailing;Sailing;Men;5
1980;DEN;Denmark;56,26;9,5;Shooting;Shooting;Men;1
1980;ESP;Spain;40,46;-3,75;Aquatics;Swimming;Men;1
1980;ESP;Spain;40,46;-3,75;Athletics;Athletics;Men;1
1980;ESP;Spain;40,46;-3,75;Canoe / Kayak;Canoe / Kayak F;Men;4
1980;ESP;Spain;40,46;-3,75;Hockey;Hockey;Men;16
1980;ESP;Spain;40,46;-3,75;Sailing;Sailing;Men;2
1980;ETH;Ethiopia;9,15;40,49;Athletics;Athletics;Men;4
1980;FIN;Finland;61,92;25,75;Archery;Archery;Men;1
1980;FIN;Finland;61,92;25,75;Archery;Archery;Women;1
1980;FIN;Finland;61,92;25,75;Athletics;Athletics;Men;2
1980;FIN;Finland;61,92;25,75;Rowing;Rowing;Men;1
1980;FIN;Finland;61,92;25,75;Sailing;Sailing;Men;3
1980;FIN;Finland;61,92;25,75;Wrestling;Wrestling Gre-R;Men;1
1980;FRA;France;46,23;2,21;Athletics;Athletics;Men;4
1980;FRA;France;46,23;2,21;Canoe / Kayak;Canoe / Kayak F;Men;1
1980;FRA;France;46,23;2,21;Cycling;Cycling Track;Men;2
1980;FRA;France;46,23;2,21;Fencing;Fencing;Men;12
1980;FRA;France;46,23;2,21;Fencing;Fencing;Women;6
1980;FRA;France;46,23;2,21;Judo;Judo;Men;4
1980;GBR;United Kingdom;55,38;-3,44;Aquatics;Swimming;Men;6
1980;GBR;United Kingdom;55,38;-3,44;Aquatics;Swimming;Women;5
1980;GBR;United Kingdom;55,38;-3,44;Athletics;Athletics;Men;8
1980;GBR;United Kingdom;55,38;-3,44;Athletics;Athletics;Women;8
1980;GBR;United Kingdom;55,38;-3,44;Boxing;Boxing;Men;1
1980;GBR;United Kingdom;55,38;-3,44;Judo;Judo;Men;2
1980;GBR;United Kingdom;55,38;-3,44;Rowing;Rowing;Men;15
1980;GDR;German Democratic Republic;51,17;10,45;Aquatics;Diving;Men;1
1980;GDR;German Democratic Republic;51,17;10,45;Aquatics;Diving;Women;3
1980;GDR;German Democratic Republic;51,17;10,45;Aquatics;Swimming;Men;7
1980;GDR;German Democratic Republic;51,17;10,45;Aquatics;Swimming;Women;32
1980;GDR;German Democratic Republic;51,17;10,45;Athletics;Athletics;Men;17
1980;GDR;German Democratic Republic;51,17;10,45;Athletics;Athletics;Women;21
1980;GDR;German Democratic Republic;51,17;10,45;Boxing;Boxing;Men;6
1980;GDR;German Democratic Republic;51,17;10,45;Canoe / Kayak;Canoe / Kayak F;Men;11
1980;GDR;German Democratic Republic;51,17;10,45;Canoe / Kayak;Canoe / Kayak F;Women;3
1980;GDR;German Democratic Republic;51,17;10,45;Cycling;Cycling Road;Men;4
1980;GDR;German Democratic Republic;51,17;10,45;Cycling;Cycling Track;Men;6
1980;GDR;German Democratic Republic;51,17;10,45;Football;Football;Men;17
1980;GDR;German Democratic Republic;51,17;10,45;Gymnastics;Artistic G.;Men;10
1980;GDR;German Democratic Republic;51,17;10,45;Gymnastics;Artistic G.;Women;11
1980;GDR;German Democratic Republic;51,17;10,45;Handball;Handball;Men;14
1980;GDR;German Democratic Republic;51,17;10,45;Handball;Handball;Women;14
1980;GDR;German Democratic Republic;51,17;10,45;Judo;Judo;Men;5
1980;GDR;German Democratic Republic;51,17;10,45;Rowing;Rowing;Men;30
1980;GDR;German Democratic Republic;51,17;10,45;Rowing;Rowing;Women;24
1980;GDR;German Democratic Republic;51,17;10,45;Sailing;Sailing;Men;2
1980;GDR;German Democratic Republic;51,17;10,45;Shooting;Shooting;Men;6
1980;GDR;German Democratic Republic;51,17;10,45;Volleyball;Volleyball;Women;12
1980;GDR;German Democratic Republic;51,17;10,45;Weightlifting;Weightlifting;Men;3
1980;GDR;German Democratic Republic;51,17;10,45;Wrestling;Wrestling Free.;Men;1
1980;GRE;Greece;39,07;21,82;Sailing;Sailing;Men;3
1980;GRE;Greece;39,07;21,82;Wrestling;Wrestling Free.;Men;1
1980;GRE;Greece;39,07;21,82;Wrestling;Wrestling Gre-R;Men;1
1980;GUY;Guyana;4,86;-58,93;Boxing;Boxing;Men;1
1980;HUN;Hungary;47,16;19,5;Aquatics;Swimming;Men;4
1980;HUN;Hungary;47,16;19,5;Aquatics;Water polo;Men;11
1980;HUN;Hungary;47,16;19,5;Boxing;Boxing;Men;2
1980;HUN;Hungary;47,16;19,5;Canoe / Kayak;Canoe / Kayak F;Men;4
1980;HUN;Hungary;47,16;19,5;Canoe / Kayak;Canoe / Kayak F;Women;2
1980;HUN;Hungary;47,16;19,5;Fencing;Fencing;Men;7
1980;HUN;Hungary;47,16;19,5;Fencing;Fencing;Women;6
1980;HUN;Hungary;47,16;19,5;Gymnastics;Artistic G.;Men;7
1980;HUN;Hungary;47,16;19,5;Judo;Judo;Men;2
1980;HUN;Hungary;47,16;19,5;Modern Pentathlon;Modern Pentath.;Men;4
1980;HUN;Hungary;47,16;19,5;Sailing;Sailing;Men;2
1980;HUN;Hungary;47,16;19,5;Shooting;Shooting;Men;1
1980;HUN;Hungary;47,16;19,5;Weightlifting;Weightlifting;Men;2
1980;HUN;Hungary;47,16;19,5;Wrestling;Wrestling Free.;Men;2
1980;HUN;Hungary;47,16;19,5;Wrestling;Wrestling Gre-R;Men;5
1980;IND;Indonesia;20,59;78,96;Hockey;Hockey;Men;16
1980;IRL;Ireland;53,14;-7,69;Boxing;Boxing;Men;1
1980;IRL;Ireland;53,14;-7,69;Sailing;Sailing;Men;2
1980;ITA;Italy;41,87;12,57;Aquatics;Diving;Men;1
1980;ITA;Italy;41,87;12,57;Archery;Archery;Men;1
1980;ITA;Italy;41,87;12,57;Athletics;Athletics;Men;6
1980;ITA;Italy;41,87;12,57;Athletics;Athletics;Women;1
1980;ITA;Italy;41,87;12,57;Basketball;Basketball;Men;12
1980;ITA;Italy;41,87;12,57;Boxing;Boxing;Men;1
1980;ITA;Italy;41,87;12,57;Equestrian;Eventing;Men;3
1980;ITA;Italy;41,87;12,57;Equestrian;Eventing;Women;2
1980;ITA;Italy;41,87;12,57;Fencing;Fencing;Men;5
1980;ITA;Italy;41,87;12,57;Judo;Judo;Men;1
1980;ITA;Italy;41,87;12,57;Sailing;Sailing;Men;2
1980;ITA;Italy;41,87;12,57;Shooting;Shooting;Men;1
1980;ITA;Italy;41,87;12,57;Wrestling;Wrestling Free.;Men;1
1980;JAM;Jamaica;18,11;-77,3;Athletics;Athletics;Men;1
1980;JAM;Jamaica;18,11;-77,3;Athletics;Athletics;Women;1
1980;JAM;Jamaica;18,11;-77,3;Cycling;Cycling Track;Men;1
1980;LIB;Liberia;6,43;-9,43;Wrestling;Wrestling Gre-R;Men;1
1980;MEX;Mexico;23,63;-102,55;Aquatics;Diving;Men;1
1980;MEX;Mexico;23,63;-102,55;Equestrian;Eventing;Men;4
1980;MEX;Mexico;23,63;-102,55;Equestrian;Eventing;Women;1
1980;MEX;Mexico;23,63;-102,55;Equestrian;Jumping;Men;5
1980;MEX;Mexico;23,63;-102,55;Equestrian;Jumping;Women;1
1980;MGL;Mongolia;46,86;103,85;Judo;Judo;Men;2
1980;MGL;Mongolia;46,86;103,85;Wrestling;Wrestling Free.;Men;2
1980;NED;Nederland;52,13;5,29;Aquatics;Swimming;Women;4
1980;NED;Nederland;52,13;5,29;Athletics;Athletics;Men;1
1980;NED;Nederland;52,13;5,29;Judo;Judo;Men;1
1980;POL;Poland;51,92;19,15;Aquatics;Swimming;Women;1
1980;POL;Poland;51,92;19,15;Athletics;Athletics;Men;8
1980;POL;Poland;51,92;19,15;Athletics;Athletics;Women;2
1980;POL;Poland;51,92;19,15;Boxing;Boxing;Men;5
1980;POL;Poland;51,92;19,15;Cycling;Cycling Road;Men;1
1980;POL;Poland;51,92;19,15;Equestrian;Jumping;Men;5
1980;POL;Poland;51,92;19,15;Fencing;Fencing;Men;9
1980;POL;Poland;51,92;19,15;Fencing;Fencing;Women;1
1980;POL;Poland;51,92;19,15;Judo;Judo;Men;1
1980;POL;Poland;51,92;19,15;Rowing;Rowing;Men;5
1980;POL;Poland;51,92;19,15;Rowing;Rowing;Women;2
1980;POL;Poland;51,92;19,15;Weightlifting;Weightlifting;Men;3
1980;POL;Poland;51,92;19,15;Wrestling;Wrestling Free.;Men;3
1980;POL;Poland;51,92;19,15;Wrestling;Wrestling Gre-R;Men;4
1980;PRK;North Korea;40,34;127,5;Boxing;Boxing;Men;1
1980;PRK;North Korea;40,34;127,5;Weightlifting;Weightlifting;Men;2
1980;PRK;North Korea;40,34;127,5;Wrestling;Wrestling Free.;Men;2
1980;ROU;Romania;45,94;24,97;Boxing;Boxing;Men;2
1980;ROU;Romania;45,94;24,97;Canoe / Kayak;Canoe / Kayak F;Men;10
1980;ROU;Romania;45,94;24,97;Equestrian;Dressage;Men;5
1980;ROU;Romania;45,94;24,97;Gymnastics;Artistic G.;Women;12
1980;ROU;Romania;45,94;24,97;Handball;Handball;Men;14
1980;ROU;Romania;45,94;24,97;Rowing;Rowing;Women;12
1980;ROU;Romania;45,94;24,97;Shooting;Shooting;Men;1
1980;ROU;Romania;45,94;24,97;Volleyball;Volleyball;Men;12
1980;ROU;Romania;45,94;24,97;Wrestling;Wrestling Gre-R;Men;4
1980;SUI;Switzerland;46,82;8,23;Cycling;Cycling Track;Men;1
1980;SUI;Switzerland;46,82;8,23;Judo;Judo;Men;1
1980;SWE;Sweden;60,13;18,64;Aquatics;Swimming;Men;4
1980;SWE;Sweden;60,13;18,64;Aquatics;Swimming;Women;4
1980;SWE;Sweden;60,13;18,64;Fencing;Fencing;Men;1
1980;SWE;Sweden;60,13;18,64;Modern Pentathlon;Modern Pentath.;Men;3
1980;SWE;Sweden;60,13;18,64;Sailing;Sailing;Men;2
1980;SWE;Sweden;60,13;18,64;Shooting;Shooting;Men;2
1980;SWE;Sweden;60,13;18,64;Wrestling;Wrestling Gre-R;Men;2
1980;TAN;Tanzania;-6,37;34,89;Athletics;Athletics;Men;2
1980;TCH;Czechoslovakian;49,82;15,47;Athletics;Athletics;Men;1
1980;TCH;Czechoslovakian;49,82;15,47;Athletics;Athletics;Women;1
1980;TCH;Czechoslovakian;49,82;15,47;Boxing;Boxing;Men;1
1980;TCH;Czechoslovakian;49,82;15,47;Cycling;Cycling Road;Men;4
1980;TCH;Czechoslovakian;49,82;15,47;Cycling;Cycling Track;Men;4
1980;TCH;Czechoslovakian;49,82;15,47;Football;Football;Men;17
1980;TCH;Czechoslovakian;49,82;15,47;Gymnastics;Artistic G.;Men;1
1980;TCH;Czechoslovakian;49,82;15,47;Hockey;Hockey;Women;16
1980;TCH;Czechoslovakian;49,82;15,47;Judo;Judo;Men;1
1980;TCH;Czechoslovakian;49,82;15,47;Rowing;Rowing;Men;2
1980;TCH;Czechoslovakian;49,82;15,47;Weightlifting;Weightlifting;Men;2
1980;TCH;Czechoslovakian;49,82;15,47;Wrestling;Wrestling Free.;Men;2
1980;UGA;Uganda;1,37;32,29;Boxing;Boxing;Men;1
1980;URS;URSS;61,52;105,32;Aquatics;Diving;Men;3
1980;URS;URSS;61,52;105,32;Aquatics;Diving;Women;3
1980;URS;URSS;61,52;105,32;Aquatics;Swimming;Men;23
1980;URS;URSS;61,52;105,32;Aquatics;Swimming;Women;8
1980;URS;URSS;61,52;105,32;Aquatics;Water polo;Men;11
1980;URS;URSS;61,52;105,32;Archery;Archery;Men;1
1980;URS;URSS;61,52;105,32;Archery;Archery;Women;2
1980;URS;URSS;61,52;105,32;Athletics;Athletics;Men;29
1980;URS;URSS;61,52;105,32;Athletics;Athletics;Women;24
1980;URS;URSS;61,52;105,32;Basketball;Basketball;Men;12
1980;URS;URSS;61,52;105,32;Basketball;Basketball;Women;12
1980;URS;URSS;61,52;105,32;Boxing;Boxing;Men;8
1980;URS;URSS;61,52;105,32;Canoe / Kayak;Canoe / Kayak F;Men;9
1980;URS;URSS;61,52;105,32;Canoe / Kayak;Canoe / Kayak F;Women;3
1980;URS;URSS;61,52;105,32;Cycling;Cycling Road;Men;6
1980;URS;URSS;61,52;105,32;Cycling;Cycling Track;Men;6
1980;URS;URSS;61,52;105,32;Equestrian;Dressage;Men;7
1980;URS;URSS;61,52;105,32;Equestrian;Dressage;Women;1
1980;URS;URSS;61,52;105,32;Equestrian;Eventing;Men;12
1980;URS;URSS;61,52;105,32;Equestrian;Jumping;Men;10
1980;URS;URSS;61,52;105,32;Fencing;Fencing;Men;18
1980;URS;URSS;61,52;105,32;Fencing;Fencing;Women;5
1980;URS;URSS;61,52;105,32;Football;Football;Men;17
1980;URS;URSS;61,52;105,32;Gymnastics;Artistic G.;Men;19
1980;URS;URSS;61,52;105,32;Gymnastics;Artistic G.;Women;13
1980;URS;URSS;61,52;105,32;Handball;Handball;Men;14
1980;URS;URSS;61,52;105,32;Handball;Handball;Women;14
1980;URS;URSS;61,52;105,32;Hockey;Hockey;Men;16
1980;URS;URSS;61,52;105,32;Hockey;Hockey;Women;16
1980;URS;URSS;61,52;105,32;Judo;Judo;Men;5
1980;URS;URSS;61,52;105,32;Modern Pentathlon;Modern Pentath.;Men;5
1980;URS;URSS;61,52;105,32;Rowing;Rowing;Men;28
1980;URS;URSS;61,52;105,32;Rowing;Rowing;Women;22
1980;URS;URSS;61,52;105,32;Sailing;Sailing;Men;6
1980;URS;URSS;61,52;105,32;Shooting;Shooting;Men;5
1980;URS;URSS;61,52;105,32;Volleyball;Volleyball;Men;12
1980;URS;URSS;61,52;105,32;Volleyball;Volleyball;Women;12
1980;URS;URSS;61,52;105,32;Weightlifting;Weightlifting;Men;8
1980;URS;URSS;61,52;105,32;Wrestling;Wrestling Free.;Men;9
1980;URS;URSS;61,52;105,32;Wrestling;Wrestling Gre-R;Men;8
1980;YUG;Yugoslavia;43,92;17,68;Aquatics;Water polo;Men;11
1980;YUG;Yugoslavia;43,92;17,68;Basketball;Basketball;Men;12
1980;YUG;Yugoslavia;43,92;17,68;Basketball;Basketball;Women;12
1980;YUG;Yugoslavia;43,92;17,68;Boxing;Boxing;Men;1
1980;YUG;Yugoslavia;43,92;17,68;Handball;Handball;Women;14
1980;YUG;Yugoslavia;43,92;17,68;Judo;Judo;Men;1
1980;YUG;Yugoslavia;43,92;17,68;Rowing;Rowing;Men;5
1980;YUG;Yugoslavia;43,92;17,68;Wrestling;Wrestling Free.;Men;1
1980;ZIM;Zimbabwe;-19,02;29,15;Hockey;Hockey;Women;16
1984;MAR;Morocco;31,79;-7,09;Athletics;Athletics;Men;1
1984;MAR;Morocco;31,79;-7,09;Athletics;Athletics;Women;1
1984;VEN;Venezuela;6,42;-66,59;Aquatics;Swimming;Men;1
1984;VEN;Venezuela;6,42;-66,59;Boxing;Boxing;Men;2
1984;ALG;Algeria;28,03;1,66;Boxing;Boxing;Men;2
1984;AUS;Australia;-37,81;144,96;Aquatics;Swimming;Men;15
1984;AUS;Australia;-37,81;144,96;Aquatics;Swimming;Women;3
1984;AUS;Australia;-37,81;144,96;Athletics;Athletics;Men;1
1984;AUS;Australia;-37,81;144,96;Athletics;Athletics;Women;2
1984;AUS;Australia;-37,81;144,96;Canoe / Kayak;Canoe / Kayak F;Men;2
1984;AUS;Australia;-37,81;144,96;Cycling;Cycling Track;Men;4
1984;AUS;Australia;-37,81;144,96;Rowing;Rowing;Men;13
1984;AUS;Australia;-37,81;144,96;Rowing;Rowing;Women;5
1984;AUS;Australia;-37,81;144,96;Sailing;Sailing;Men;2
1984;AUS;Australia;-37,81;144,96;Shooting;Shooting;Women;1
1984;AUS;Australia;-37,81;144,96;Weightlifting;Weightlifting;Men;2
1984;AUT;Autria;47,52;14,55;Judo;Judo;Men;2
1984;AUT;Autria;47,52;14,55;Shooting;Shooting;Men;1
1984;BEL;Belize;50,83;4,47;Aquatics;Swimming;Women;1
1984;BEL;Belize;50,83;4,47;Cycling;Cycling Track;Men;1
1984;BEL;Belize;50,83;4,47;Rowing;Rowing;Men;2
1984;BEL;Belize;50,83;4,47;Rowing;Rowing;Women;1
1984;BRA;Brazil;-14,24;-51,93;Aquatics;Swimming;Men;1
1984;BRA;Brazil;-14,24;-51,93;Athletics;Athletics;Men;1
1984;BRA;Brazil;-14,24;-51,93;Football;Football;Men;17
1984;BRA;Brazil;-14,24;-51,93;Judo;Judo;Men;3
1984;BRA;Brazil;-14,24;-51,93;Sailing;Sailing;Men;3
1984;BRA;Brazil;-14,24;-51,93;Volleyball;Volleyball;Men;12
1984;CAN;Canada;56,13;-106,35;Aquatics;Diving;Women;1
1984;CAN;Canada;56,13;-106,35;Aquatics;Swimming;Men;10
1984;CAN;Canada;56,13;-106,35;Aquatics;Swimming;Women;6
1984;CAN;Canada;56,13;-106,35;Aquatics;Synchronized S.;Women;3
1984;CAN;Canada;56,13;-106,35;Athletics;Athletics;Men;5
1984;CAN;Canada;56,13;-106,35;Athletics;Athletics;Women;9
1984;CAN;Canada;56,13;-106,35;Boxing;Boxing;Men;3
1984;CAN;Canada;56,13;-106,35;Canoe / Kayak;Canoe / Kayak F;Men;6
1984;CAN;Canada;56,13;-106,35;Canoe / Kayak;Canoe / Kayak F;Women;6
1984;CAN;Canada;56,13;-106,35;Cycling;Cycling Road;Men;1
1984;CAN;Canada;56,13;-106,35;Cycling;Cycling Track;Men;1
1984;CAN;Canada;56,13;-106,35;Gymnastics;Rhythmic G.;Women;1
1984;CAN;Canada;56,13;-106,35;Judo;Judo;Men;1
1984;CAN;Canada;56,13;-106,35;Rowing;Rowing;Men;14
1984;CAN;Canada;56,13;-106,35;Rowing;Rowing;Women;9
1984;CAN;Canada;56,13;-106,35;Sailing;Sailing;Men;6
1984;CAN;Canada;56,13;-106,35;Shooting;Shooting;Women;1
1984;CAN;Canada;56,13;-106,35;Weightlifting;Weightlifting;Men;1
1984;CAN;Canada;56,13;-106,35;Wrestling;Wrestling Free.;Men;2
1984;CHN;China;40,18;116,41;Aquatics;Diving;Men;2
1984;CHN;China;40,18;116,41;Aquatics;Diving;Women;1
1984;CHN;China;40,18;116,41;Archery;Archery;Women;1
1984;CHN;China;40,18;116,41;Athletics;Athletics;Men;1
1984;CHN;China;40,18;116,41;Basketball;Basketball;Women;12
1984;CHN;China;40,18;116,41;Fencing;Fencing;Women;1
1984;CHN;China;40,18;116,41;Gymnastics;Artistic G.;Men;14
1984;CHN;China;40,18;116,41;Gymnastics;Artistic G.;Women;7
1984;CHN;China;40,18;116,41;Handball;Handball;Women;13
1984;CHN;China;40,18;116,41;Shooting;Shooting;Men;4
1984;CHN;China;40,18;116,41;Shooting;Shooting;Women;2
1984;CHN;China;40,18;116,41;Volleyball;Volleyball;Women;12
1984;CHN;China;40,18;116,41;Weightlifting;Weightlifting;Men;6
1984;CIV;Côte d'Ivoire;7,54;-5,55;Athletics;Athletics;Men;1
1984;CMR;Cameroon;3,85;11,5;Boxing;Boxing;Men;1
1984;COL;Colombia;4,57;-74,3;Shooting;Shooting;Men;1
1984;DEN;Denmark;56,26;9,5;Canoe / Kayak;Canoe / Kayak F;Men;2
1984;DEN;Denmark;56,26;9,5;Equestrian;Dressage;Women;3
1984;DEN;Denmark;56,26;9,5;Rowing;Rowing;Men;4
1984;DEN;Denmark;56,26;9,5;Rowing;Rowing;Women;5
1984;DEN;Denmark;56,26;9,5;Shooting;Shooting;Men;1
1984;DOM;Dominican Republic;15,42;-61,37;Boxing;Boxing;Men;1
1984;EGY;Egypt;26,82;30,8;Judo;Judo;Men;1
1984;ESP;Spain;40,46;-3,75;Athletics;Athletics;Men;1
1984;ESP;Spain;40,46;-3,75;Basketball;Basketball;Men;12
1984;ESP;Spain;40,46;-3,75;Canoe / Kayak;Canoe / Kayak F;Men;2
1984;ESP;Spain;40,46;-3,75;Rowing;Rowing;Men;2
1984;ESP;Spain;40,46;-3,75;Sailing;Sailing;Men;2
1984;FIN;Finland;61,92;25,75;Athletics;Athletics;Men;3
1984;FIN;Finland;61,92;25,75;Athletics;Athletics;Women;1
1984;FIN;Finland;61,92;25,75;Boxing;Boxing;Men;1
1984;FIN;Finland;61,92;25,75;Rowing;Rowing;Men;1
1984;FIN;Finland;61,92;25,75;Shooting;Shooting;Men;1
1984;FIN;Finland;61,92;25,75;Weightlifting;Weightlifting;Men;2
1984;FIN;Finland;61,92;25,75;Wrestling;Wrestling Free.;Men;1
1984;FIN;Finland;61,92;25,75;Wrestling;Wrestling Gre-R;Men;2
1984;FRA;France;46,23;2,21;Aquatics;Swimming;Men;1
1984;FRA;France;46,23;2,21;Aquatics;Swimming;Women;1
1984;FRA;France;46,23;2,21;Athletics;Athletics;Men;3
1984;FRA;France;46,23;2,21;Athletics;Athletics;Women;1
1984;FRA;France;46,23;2,21;Boxing;Boxing;Men;1
1984;FRA;France;46,23;2,21;Canoe / Kayak;Canoe / Kayak F;Men;9
1984;FRA;France;46,23;2,21;Cycling;Cycling Track;Men;1
1984;FRA;France;46,23;2,21;Fencing;Fencing;Men;18
1984;FRA;France;46,23;2,21;Fencing;Fencing;Women;5
1984;FRA;France;46,23;2,21;Football;Football;Men;17
1984;FRA;France;46,23;2,21;Gymnastics;Artistic G.;Men;1
1984;FRA;France;46,23;2,21;Judo;Judo;Men;3
1984;FRA;France;46,23;2,21;Modern Pentathlon;Modern Pentath.;Men;3
1984;FRA;France;46,23;2,21;Sailing;Sailing;Men;2
1984;FRA;France;46,23;2,21;Shooting;Shooting;Men;2
1984;FRG;Federal Republic of Germany;51,17;10,45;Aquatics;Swimming;Men;9
1984;FRG;Federal Republic of Germany;51,17;10,45;Aquatics;Swimming;Women;11
1984;FRG;Federal Republic of Germany;51,17;10,45;Aquatics;Water polo;Men;13
1984;FRG;Federal Republic of Germany;51,17;10,45;Athletics;Athletics;Men;7
1984;FRG;Federal Republic of Germany;51,17;10,45;Athletics;Athletics;Women;7
1984;FRG;Federal Republic of Germany;51,17;10,45;Boxing;Boxing;Men;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Canoe / Kayak;Canoe / Kayak F;Men;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Canoe / Kayak;Canoe / Kayak F;Women;3
1984;FRG;Federal Republic of Germany;51,17;10,45;Cycling;Cycling Road;Women;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Cycling;Cycling Track;Men;7
1984;FRG;Federal Republic of Germany;51,17;10,45;Equestrian;Dressage;Men;5
1984;FRG;Federal Republic of Germany;51,17;10,45;Equestrian;Eventing;Men;3
1984;FRG;Federal Republic of Germany;51,17;10,45;Equestrian;Eventing;Women;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Equestrian;Jumping;Men;4
1984;FRG;Federal Republic of Germany;51,17;10,45;Fencing;Fencing;Men;11
1984;FRG;Federal Republic of Germany;51,17;10,45;Fencing;Fencing;Women;6
1984;FRG;Federal Republic of Germany;51,17;10,45;Gymnastics;Rhythmic G.;Women;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Handball;Handball;Men;15
1984;FRG;Federal Republic of Germany;51,17;10,45;Hockey;Hockey;Men;16
1984;FRG;Federal Republic of Germany;51,17;10,45;Hockey;Hockey;Women;16
1984;FRG;Federal Republic of Germany;51,17;10,45;Judo;Judo;Men;3
1984;FRG;Federal Republic of Germany;51,17;10,45;Rowing;Rowing;Men;5
1984;FRG;Federal Republic of Germany;51,17;10,45;Rowing;Rowing;Women;2
1984;FRG;Federal Republic of Germany;51,17;10,45;Sailing;Sailing;Men;2
1984;FRG;Federal Republic of Germany;51,17;10,45;Shooting;Shooting;Women;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Weightlifting;Weightlifting;Men;3
1984;FRG;Federal Republic of Germany;51,17;10,45;Wrestling;Wrestling Free.;Men;1
1984;FRG;Federal Republic of Germany;51,17;10,45;Wrestling;Wrestling Gre-R;Men;2
1984;GBR;United Kingdom;55,38;-3,44;Aquatics;Swimming;Men;5
1984;GBR;United Kingdom;55,38;-3,44;Aquatics;Swimming;Women;3
1984;GBR;United Kingdom;55,38;-3,44;Athletics;Athletics;Men;12
1984;GBR;United Kingdom;55,38;-3,44;Athletics;Athletics;Women;10
1984;GBR;United Kingdom;55,38;-3,44;Boxing;Boxing;Men;1
1984;GBR;United Kingdom;55,38;-3,44;Equestrian;Eventing;Men;1
1984;GBR;United Kingdom;55,38;-3,44;Equestrian;Eventing;Women;4
1984;GBR;United Kingdom;55,38;-3,44;Equestrian;Jumping;Men;4
1984;GBR;United Kingdom;55,38;-3,44;Hockey;Hockey;Men;16
1984;GBR;United Kingdom;55,38;-3,44;Judo;Judo;Men;3
1984;GBR;United Kingdom;55,38;-3,44;Rowing;Rowing;Men;5
1984;GBR;United Kingdom;55,38;-3,44;Sailing;Sailing;Men;2
1984;GBR;United Kingdom;55,38;-3,44;Shooting;Shooting;Men;4
1984;GBR;United Kingdom;55,38;-3,44;Weightlifting;Weightlifting;Men;1
1984;GBR;United Kingdom;55,38;-3,44;Wrestling;Wrestling Free.;Men;1
